"","TLS_ID","stemlocx_.m._x","stemlocy_.m._x","Vol_QSM_avg_.m3._x","BLEN..m.","Hgt_pts_.m._x","DBH_TLS_.m._x","DBH_census_.m._x","leaf_area","leaf_area_start","hmean"
"689","409a",109.5124677,118.2574431,1.4506,719.992385,20.8662372,0.2951,0.295,198.3,396.7,15.2369427010668
"690","409b",109.3084447,119.0370393,0.011556,17.68335446,2.9069615,0.05096,0.049,4.9,9.7,1.40420710768988
"691","416a",19.6499132,124.6664051,1.5909,506.5537209,19.7044495,0.318607715,0.331,139.5,279.1,12.3352733414274
"692","438a",74.73235952,157.9300732,0.129,143.3075003,11.7103989,0.111416681,0.113,39.5,79,6.81889490776213
"693","438b",74.37870527,158.3945006,1.1457,517.9198752,20.0448008,0.314006115,0.308,142.7,285.4,3.53890123888569
"694","488a",112.237211,162.3498177,2.2231,1194.657093,20.1730843,0.366737088,0.369,329.1,658.2,15.6613917297344
"695","488b",112.498784,162.0133304,0.2798,136.1046608,15.477623,0.163887928,0.172,37.5,75,6.68516574012477
"696","521a",44.07224103,150.8441853,1.0253,390.1557866,21.7062162,0.26073359,0.274,107.5,215,8.19122700319796
"697","521b",44.53282183,151.2069925,1.212,433.4418824,22.3012136,0.287866224,0.299,119.4,238.8,9.27429527483913
"698","521c",44.46263346,151.4925859,1.0325,464.3690005,20.6581805,0.269252018,0.28,127.9,255.9,9.40340107370826
"699","532a",36.86889899,103.9711662,1.0543,475.4976834,21.6012626,0.269026256,0.272,131,262,16.2237844326704
"700","599a",81.65188754,155.1645384,0.09067,120.7029675,8.9723085,0.10478335,0.1,33.3,66.5,5.94017303767074
"701","599b",80.88133096,154.9775625,0.3942,195.1145162,18.1881946,0.185303595,0.183,53.8,107.5,10.6946489192173
"702","599c",81.42092731,154.1239753,1.6788,583.0756688,19.6978672,0.3795,0.306,160.6,321.3,14.4106459935729
"703","5a",93.22396817,162.5296648,2.7188,1346.100632,21.3345186,0.438547537,0.435,370.8,741.7,14.892335558404
"704","5b",93.02206157,161.9529531,2.265,850.4937841,21.6486847,0.399488929,0.41,234.3,468.6,6.61885865827723
"705","640a",27.47072746,119.7068067,0.9067,266.8764594,21.5119912,0.242878076,0.246,73.5,147,14.1679745363421
"706","640b",27.57458094,120.1813301,0.121,88.46588343,12.75813955,0.112510923,0.118,24.4,48.7,9.75609960783302
"707","654a",64.08311056,153.6577351,0.738,288.6947231,19.27003,0.241102495,0.262,79.5,159.1,12.2157618425509
"708","654b",64.46953536,153.4954108,0.2388,96.51760538,20.1330032,0.156713393,0.161,26.6,53.2,13.6669313205321
"709","705a",42.2522476,139.4390065,0.9924,330.224899,19.9636621,0.260788376,0.269,91,181.9,7.22833959772027
"710","712a",33.14624242,102.430722,0.7027,196.0305714,20.7248157,0.245458001,0.25,54,108,15.2806719462337
"711","712b",32.9854801,101.9350092,1.5999,542.1269579,20.614984,0.324776201,0.335,149.3,298.7,15.8359622870148
"712","718a",19.3871338,100.9798179,1.1261,413.157569,19.2601021,0.276290799,0.297,113.8,227.6,6.0216510586732
"713","718c",20.17878209,100.7818022,2.0221,658.0378101,20.8388375,0.3775,0.415,181.3,362.6,7.94097871804253
"714","8012a",113.5374473,112.925609,0.5851,274.4911512,15.526,0.21465953,0.22,75.6,151.2,10.3208148967815
"715","8012b",114.0657812,112.7469888,0.4771,211.8727382,14.0235209,0.233578977,0.234,58.4,116.7,11.1668361783015
"716","8026a",58.31381238,120.7455846,0.01555,20.50202523,3.8835707,0.06102,NA,5.6,11.3,0.947901525268986
"717","8026b",58.85910738,120.1992299,0.01904,13.85099202,2.8934951,0.07241,NA,3.8,7.6,0.630057928607281
"718","8028a",49.37636471,149.3047157,0.1191,161.7231727,12.3306514,0.09477256,0.103,44.6,89.1,7.82947802838767
"719","8028c",49.83137587,149.7187025,0.0523,88.71541221,9.1677187,0.07513,0.077,24.4,48.9,4.409543721395
"720","8047a",99.06370901,105.0229767,0.04467,97.6364717,5.2897954,0.06673,NA,26.9,53.8,2.43656340125856
"721","8047b",99.58090201,106.3716134,0.1661,290.0664691,10.7222624,0.096512015,NA,79.9,159.8,4.17524351692231
"722","8049a",119.7873504,101.2739981,0.01947,34.29328398,7.2372276,0.057330356,0.057,9.4,18.9,3.44141539379999
"723","8049b",120.0542882,101.6084324,0.02367,39.88168022,6.6868718,0.047719274,NA,11,22,2.64612999472637
"724","8053a",118.5063326,100.8778897,0.02935,37.6576088,4.06888659,0.05802,0.07,10.4,20.7,1.46755258760045
"725","8053b",120.0074776,100.8062883,0.01583,30.26381259,4.6737294,0.044107402,0.052,8.3,16.7,1.46519964089215
"726","8057b",118.168438,105.3412267,0.2013,288.6305412,9.0901732,0.115490546,0.058,79.5,159,5.02007457928701
"727","805a",71.80896982,157.2516053,1.0987,427.9474992,20.5066603,0.281501789,0.291,117.9,235.8,5.98829447233062
"728","805b",71.8032631,157.7295353,0.8449,347.4800982,19.2324257,0.243814856,0.253,95.7,191.5,4.58755313030586
"729","8061a",132.2785439,106.3070654,0.2695,299.1129017,12.1893139,0.1138,0.084,82.4,164.8,5.18667628327357
"730","8061b",132.0551681,105.8349693,0.09947,120.9881371,8.9901342,0.077395098,0.108,33.3,66.7,4.23592705852508
"731","8071b",95.47325174,122.1750841,0.1307,276.1346194,9.8147989,0.076713627,0.082,76.1,152.1,3.70642932027509
"732","8075a",103.8360824,120.3929095,0.0931,183.6945732,6.674033,0.06714,NA,50.6,101.2,2.60880567958243
"733","8075b",103.800166,118.9922119,0.1403,237.6365455,6.0434713,0.08118,NA,65.5,130.9,1.83899246799441
"734","8079a",107.2764775,124.1587811,0.02392,54.63290869,6.2416749,0.05427,0.059,15.1,30.1,1.11636027591214
"735","8079b",107.1208753,123.9630366,0.06607,135.1471607,6.5330155,0.07115,0.073,37.2,74.5,2.76359583492196
"736","8086a",42.87503913,180.8738132,0.06981,86.77254984,11.7701104,0.077028307,0.079,23.9,47.8,5.15716284617982
"737","8086b",43.22109098,180.8277205,0.244,222.2552519,14.3373236,0.157864921,0.148,61.2,122.5,9.95029047290572
"738","8088c",43.86933752,181.6581847,0.009498,16.93880375,3.196726,0.04597,NA,4.7,9.3,1.49850123939425
"739","8099a",52.58237983,184.9123918,0.011512,17.9040986,5.091114,0.071186891,NA,4.9,9.9,2.4690912695472
"740","8099c",51.54029756,185.7548152,0.0232,44.48908496,7.398412,0.05855,NA,12.3,24.5,4.8670633639119
"741","8099d",51.35203789,184.5748805,0.02186,44.48264758,6.076962,0.05104,NA,12.3,24.5,3.20892132873702
"742","809a",13.12599185,121.1320581,0.715,228.8575252,18.2490582,0.242906127,0.255,63,126.1,11.9364645365305
"743","809b",12.9394383,121.6437289,0.7008,216.8395567,19.0034406,0.243852397,0.246,59.7,119.5,15.3042443210574
"744","8105b",55.96343584,172.8135838,0.04246,86.60027317,9.2661384,0.083376981,0.062,23.9,47.7,2.51000784077278
"745","8107b",52.53254724,173.3169694,0.1943,160.8487392,14.5304067,0.128546989,0.131,44.3,88.6,9.97195672562771
"746","8107c",52.39492227,173.6412733,0.1338,71.51991316,11.4412527,0.130384555,0.133,19.7,39.4,5.88611274822778
"747","8107d",53.41516431,173.7368979,0.07748,86.10436901,10.7275386,0.100165112,0.086,23.7,47.4,5.54132510594988
"748","8113a",104.4948358,187.7691185,0.07975,208.2802703,4.749625,0.08425,NA,57.4,114.8,2.28615453282645
"749","8113b",103.5647949,187.4596821,0.1473,273.8527929,8.7106568,0.09094,NA,75.4,150.9,4.50038190399076
"750","8115a",100.7616616,191.7610176,0.1895,289.9146214,7.8006242,0.1268,NA,79.9,159.7,3.8638210933616
"751","8115b",99.9536225,191.9206202,0.07579,87.04749465,11.2296782,0.110608564,NA,24,48,7.84445007908314
"752","8118b",62.29184378,197.4026563,0.08679,123.0634123,6.186063,0.072102343,0.077,33.9,67.8,2.6747727109489
"753","8118c",62.82252266,197.0781581,0.393,400.4431525,10.853058,0.139010228,0.129,110.3,220.6,6.59620305719486
"754","8118d",62.64941165,197.000916,0.4691,417.4611179,14.3945391,0.160705697,0.156,115,230,5.25762050385687
"755","8122b",64.59756938,198.8759756,0.1924,156.0620417,14.4907884,0.132718318,NA,43,86,3.29746823558225
"756","8138a",69.44226858,181.251975,0.138,101.1594948,8.2833708,0.1569,NA,27.9,55.7,6.56908418753227
"757","8138b",69.78199104,180.7656965,0.3327,536.1390231,11.5503231,0.112878043,NA,147.7,295.4,4.81864931487528
"758","8145a",121.9491727,119.9315151,0.01932,32.92986007,7.9329338,0.04375,NA,9.1,18.1,4.34847315678042
"759","8145b",121.5792582,120.225504,0.01408,18.97726861,5.9643763,0.043234796,NA,5.2,10.5,1.48402502726709
"760","8145c",120.905767,120.2701881,0.006054,8.674483393,4.4393253,0.038991882,NA,2.4,4.8,1.30216831034045
"761","8149a",121.8126209,122.4845202,0.01163,21.31669598,5.9568444,0.04611,NA,5.9,11.7,2.3525281020997
"762","8149b",122.371806,122.8148847,0.05594,62.07209469,11.887549,0.074952664,NA,17.1,34.2,6.82529386179657
"763","8159a",92.02283438,154.29061,0.1247,178.8218841,7.6920051,0.09726,0.098,49.3,98.5,2.60119912093717
"764","8159b",91.06205053,154.8405211,0.08433,167.3484597,5.2027166,0.06929,0.069,46.1,92.2,2.44738363144373
"765","8159c",91.39433471,153.9514612,0.1608,220.1501546,8.3330989,0.090608995,0.09,60.6,121.3,2.78595980933295
"766","8159d",91.76258991,154.8496833,0.10732,155.331795,6.5132139,0.08443,0.09,42.8,85.6,4.42626819107016
"767","8161b",128.9433786,131.8996722,0.016815,21.97218404,5.224241,0.034658385,NA,6.1,12.1,1.2423108531018
"768","8163a",103.8108045,139.2291126,0.01938,51.56932234,4.3717686,0.051602896,NA,14.2,28.4,3.18649083581959
"769","8163b",104.875221,140.002625,0.09582,181.7105304,7.0377719,0.07533,NA,50.1,100.1,2.90086896441165
"770","8163c",104.5638966,138.9792285,0.03789,86.63034389,5.5016374,0.210341696,NA,23.9,47.7,2.4301213050294
"771","8169a",104.6961608,149.5516247,0.01634,26.52046788,7.7459848,0.046145864,NA,7.3,14.6,3.81429046473744
"772","8169b",104.669793,149.8880593,0.0538,68.44323159,9.10570244,0.071058274,0.065,18.9,37.7,3.68404279998694
"773","8172a",103.1257241,157.1322016,0.1068,108.1538157,7.4736337,0.07901,NA,29.8,59.6,4.08978516340368
"774","8172c",104.6568635,157.2825367,0.0239,16.27118715,5.1500917,0.091073083,NA,4.5,9,4.92515641719502
"775","8172d",104.3770017,157.1852954,0.1694,158.1264697,11.3662882,0.1088,NA,43.6,87.1,6.02833053231741
"776","8172f",103.8551648,157.0012129,0.1277,183.3589857,10.2128105,0.08482634,NA,50.5,101,7.86382718061436
"777","817a",130.0725278,153.2395434,1.5308,760.9698518,23.294582,0.301104097,0.318,209.6,419.3,11.622899121096
"778","817b",129.4339419,153.7033777,0.01904,34.87078691,3.2282487,0.04655,NA,9.6,19.2,1.02303477702414
"779","818a",9.776549629,135.0520865,1.6692,979.4827558,15.88158656,0.393936439,0.364,269.8,539.7,10.7289555731729
"780","818b",9.268340722,135.6237047,0.3018,191.2682999,10.6870479,0.1937,0.199,52.7,105.4,4.75893901314143
"781","8222a",135.8205268,129.5826254,0.06219,75.12494427,9.29882,0.07171,0.073,20.7,41.4,6.56620876510584
"782","8222c",135.5672069,131.2134865,0.04252,84.47115848,6.01565499,0.05679,0.057,23.3,46.5,2.70694094280965
"783","8222d",136.4347413,130.8087512,0.10174,170.5278367,8.7262402,0.0766,0.074,47,94,4.61847032884231
"784","8311a",30.96183357,108.2444305,0.04724,87.85323603,8.1054564,0.073159475,NA,24.2,48.4,3.11786565074684
"785","8311b",31.20762156,108.3029847,0.10037,151.1626062,9.0593756,0.103551661,NA,41.6,83.3,6.25573912333366
"786","8333a",24.93900347,112.759647,0.1991,351.9550166,8.6801746,0.113196627,0.115,97,193.9,5.44910133736472
"787","8333b",25.46910368,111.735149,0.04023,66.97230102,2.7007103,0.05143,0.055,18.5,36.9,1.34840505889214
"788","8406a",14.4293529,185.0764434,0.2517,183.113437,12.579003,0.163492576,NA,50.4,100.9,6.18320833554308
"789","8406b",14.28013153,184.9392371,0.1822,189.3603159,12.5448773,0.120707611,NA,52.2,104.3,9.99809706633368
"790","8406c",13.92984269,186.2847052,0.10882,124.5792625,10.5219081,0.11502,NA,34.3,68.6,4.75372499516722
"791","857a",34.06994108,132.0387137,0.8287,307.2601319,18.6322773,0.245812607,0.261,84.6,169.3,11.5672768922314
"792","857b",34.73928735,131.7430963,1.2283,555.5114311,18.9804335,0.291308117,0.291,153,306.1,6.26467058892013
"793","857c",34.42500517,132.8190197,0.2046,142.4981833,13.7506919,0.1364,0.136,39.3,78.5,8.21997211460715
"794","857d",35.24424057,132.4010635,0.10022,92.69623389,10.819154,0.09636,0.108,25.5,51.1,6.65337780383317
"795","893a",64.21780226,130.4935087,0.7477,270.1977592,18.3694764,0.246661068,0.246,74.4,148.9,11.9338426195518
"796","893b",64.40254792,130.9015288,0.7374,326.0973054,18.6349237,0.222213478,0.228,89.8,179.7,9.7475236241469
"797","899a",12.56108054,102.4036605,0.316,74.82713763,14.7437577,0.202926803,0.199,20.6,41.2,9.38491752544197
"798","899b",12.50098924,101.9191886,0.3025,144.2534971,15.8803178,0.168097932,0.16,39.7,79.5,9.89861342148209
"799","899c",13.04281472,101.9734386,0.1726,92.34857607,10.9421871,0.143870053,0.146,25.4,50.9,6.7196741186927
"800","8a",124.3097186,109.7784728,24.4132,4593.989941,28.81708622,1.154,0.978,1265.6,2531.2,22.469704728558
"801","8b",124.5441047,108.8050953,8.6807,2055.512168,27.34024524,0.7988,0.682,566.3,1132.5,20.6671523111473
"802","9092a",72.40142644,155.1759297,0.1994,132.1067739,14.49481479,0.14820391,0.148,36.4,72.8,9.32662072390893
"803","9094a",34.48255831,143.428319,0.1212,151.4092178,11.6487334,0.102485701,0.088,41.7,83.4,5.92210946139134
"804","9094b",33.96506849,143.2575441,0.05277,72.53230657,9.282104,0.092139749,0.1,20,40,4.90768480540608
"805","9102a",46.57267089,198.6337357,0.144,141.5085488,11.7759268,0.131852548,0.135,39,78,8.22711593284378
"806","9107a",46.62230361,183.5695635,0.07152,54.85198772,14.0299287,0.094949241,0.1,15.1,30.2,6.84478022583447
"807","9107b",46.4092877,184.2449717,0.02976,48.81620392,8.9941171,0.059117129,0.058,13.4,26.9,4.00311744011732
"808","9110a",34.3273163,183.6288904,0.08092,131.6909354,11.3482865,0.089498783,0.084,36.3,72.6,2.87054727101521
"809","9110b",34.99135894,183.8311161,0.1491,235.6516088,9.6429715,0.106694317,0.108,64.9,129.8,7.07544061458009
"810","914d",138.9310583,158.0840981,1.9395,997.4820365,20.3040001,0.349061838,NA,274.8,549.6,11.709874720131
"811","927a",97.75481549,125.84905,0.9653,312.142435,25.847302,0.236284848,0.254,86,172,19.4432231940994
"812","927c",97.92500904,126.365453,0.2395,146.5623275,17.2503058,0.1258,0.137,40.4,80.8,11.7474356293482
"813","927e",97.25073346,125.3697104,2.0333,574.1936847,26.798556,0.321551178,0.344,158.2,316.4,20.9490539345837
"814","945a",47.42456288,155.4921888,1.1487,488.8516784,19.9995221,0.274827206,0.28,134.7,269.3,5.44285376215708
"815","945b",47.20964058,155.0625077,0.5847,215.1573769,19.9695405,0.216385983,0.214,59.3,118.5,15.6578647237961
