TLS_ID,stemlocx_[m]_x,stemlocy_[m]_x,Vol_QSM_avg_[m3]_x,BLEN (m),Hgt_pts_[m]_x,DBH_TLS_[m]_x,DBH_census_[m]_x,leaf_area,leaf_area_start
8397,32.24296174,150.9645217,0.02603,54.26766448,8.3207745,0.05492,,15.0,29.9
8399,23.2245099,165.4886681,9.685,1967.620288,19.0111496,0.948,0.908,542.1,1084.1
8402,3.274010898,189.6537634,0.1389,118.1362476,12.7129252,0.141,0.137,32.5,65.1
8404,21.23110891,189.6595856,0.010687,34.68870341,2.949119,0.044909188,0.055,9.6,19.1
8407,14.06401187,184.762933,0.10514,140.4906195,11.8155165,0.09016248,,38.7,77.4
8408,15.43179792,176.8892233,0.03023,45.67348337,8.220757,0.054052165,0.055,12.6,25.2
8409,16.74194619,193.0512738,0.08836,59.28464445,13.160486,0.101514138,0.108,16.3,32.7
8410,14.20152289,191.4036669,0.02055,24.48928994,11.6745364,0.056006729,0.056,6.7,13.5
8414,29.97686277,191.9086435,0.06047,77.04912987,8.364865,0.101997535,0.099,21.2,42.5
8415,38.35074965,182.0518969,0.014066,35.83052684,2.669244,0.04465,,9.9,19.7
8416,20.93058288,182.4465686,0.02806,30.1653998,10.790198,0.071560303,0.068,8.3,16.6
8417,20.58961041,182.827515,0.02259,36.85609048,7.470939,0.062770953,0.058,10.2,20.3
8418,21.47914802,184.0321704,0.009625,16.01084452,4.585342,0.04446,0.049,4.4,8.8
8420,18.92653022,180.2483349,0.055,74.96086187,11.5622614,0.088618545,0.093,20.7,41.3
8423,25.88689926,179.9895518,0.02861,84.21708836,4.989411,0.05,,23.2,46.4
8425,25.7386802,175.1397778,0.02618,78.65414002,4.519841,0.04928,,21.7,43.3
8426,24.41964543,172.7461813,0.06192,131.2564232,9.3660944,0.076200665,,36.2,72.3
8427,25.71051411,172.9055641,0.0128,34.86636061,3.201397,0.05617815,,9.6,19.2
8428,26.11035831,172.2904345,0.05009,109.4481166,9.3481349,0.075377276,,30.2,60.3
8429,28.65707732,174.8060628,0.03185,74.11120239,6.398015,0.06322,,20.4,40.8
8430,31.64355284,171.0794924,0.11203,244.482231,4.675439,0.08264,,67.4,134.7
8431,36.40467446,176.2751847,0.010711,35.02371549,4.207789,0.037828597,0.04,9.6,19.3
8432,36.25840615,179.02648,0.05544,88.61697682,9.1897104,0.079372564,,24.4,48.8
8433,35.76881452,179.2468994,0.01829,46.55896756,5.961549,0.0501056,,12.8,25.7
8434,36.33386403,179.5647825,0.010406,15.55275417,5.997722,0.046057995,,4.3,8.6
8435,33.71977631,179.8076864,0.010239,21.21428591,5.690241,0.060462436,0.05,5.8,11.7
8436,37.17630263,182.8691003,0.01551,46.85970188,3.478239,0.04734,,12.9,25.8
8500,75.78661295,191.7093139,0.3783,211.3235506,17.445921,0.182284539,0.181,58.2,116.4
9082,39.56497262,102.3761297,0.04684,39.84066487,7.0419679,0.086506088,0.087,11.0,22.0
9084,27.08231431,109.0995554,0.6944,229.2087989,19.6068015,0.258705996,0.257,63.1,126.3
9085,21.16258361,107.1179321,0.1288,99.03755526,12.6822504,0.111719409,0.116,27.3,54.6
9086,21.87843823,109.8586212,0.03133,34.71777146,8.263601,0.077449114,0.079,9.6,19.1
9088,59.5322145,114.1100361,0.2595,280.8487495,13.9135555,0.127297582,0.133,77.4,154.7
9091,71.24546192,156.9171975,0.06005,84.69238784,10.2690692,0.075770871,0.079,23.3,46.7
9093,41.03768375,152.6540804,0.07943,95.14174948,10.6491943,0.100861338,0.102,26.2,52.4
9095,48.28501946,159.3317306,0.05987,84.88953309,8.4819268,0.094900658,0.089,23.4,46.8
9096,34.61370337,149.2526648,0.2559,359.2552714,14.45156287,0.137708496,0.148,99.0,197.9
9098,13.4803858,167.6295751,0.3918,326.4040166,17.3854196,0.17169807,0.181,89.9,179.8
9106,43.31148138,193.6860525,0.07688,85.83292491,9.412258,0.10429063,0.103,23.6,47.3
9109,35.21889604,177.0972879,0.5747,742.8540425,12.7418776,0.183251528,0.19,204.6,409.3
9111,5.147061857,173.0828901,0.4959,675.2372717,10.2228166,0.239047008,0.256,186.0,372.0
9112,5.361929379,183.5429524,0.2218,378.0199567,9.807473,0.132427647,0.136,104.1,208.3
9228,125.5802156,119.5384794,0.3872,271.9154151,15.4646864,0.152898475,0.162,74.9,149.8
9230,118.558873,157.6513616,1.9397,747.0191674,22.741624,0.33770151,0.339,205.8,411.6
9231,121.5857943,157.9260449,0.5809,187.8219121,22.208856,0.213792869,0.212,51.7,103.5
9232,117.4226705,193.1160636,0.1977,261.4247084,13.11721,0.132652212,0.12,72.0,144.0
1009a,110.5073943,112.8022146,0.8123,280.8316156,21.475205,0.217314186,0.227,77.4,154.7
1009b,110.8844669,112.7866266,0.9979,416.6246162,20.789095,0.234783383,0.245,114.8,229.5
1035a,22.49969873,142.5407777,0.8723,309.3829495,20.4295526,0.23760258,0.257,85.2,170.5
1035b,22.09481216,142.6242516,0.07168,31.31271644,10.9281385,0.113746416,0.109,8.6,17.3
1075a,48.27149992,135.8374123,1.3399,406.2091661,20.2828512,0.294451982,0.299,111.9,223.8
1075b,48.96312589,136.1722569,0.7067,265.2278456,19.6031738,0.219259574,0.219,73.1,146.1
1195a,55.48999536,136.0686684,0.7938,314.251747,19.8121176,0.244232601,0.266,86.6,173.1
1195b,54.87703078,136.1994651,0.03582,13.59570012,6.8171956,0.092,0.098,3.7,7.5
1195c,56.18856642,136.502741,0.10321,47.62432378,12.77498544,0.116306646,0.125,13.1,26.2
1210a,37.60309804,144.0645549,1.1465,518.9511306,20.1815916,0.273446849,0.286,143.0,285.9
1210b,37.16721383,144.3114936,0.9728,434.1491854,20.0515674,0.270536025,0.277,119.6,239.2
122a,21.95588218,118.9667238,1.4541,580.7638045,19.2249264,0.295529492,0.291,160.0,320.0
122b,21.65086129,118.6617202,0.8796,260.4677002,17.4646144,0.27556827,0.264,71.8,143.5
122c,21.36516634,119.0191699,0.2372,126.3290455,12.9685435,0.163494101,0.161,34.8,69.6
122d,22.89191255,118.0491517,1.1999,362.7576737,17.7854993,0.289008168,0.311,99.9,199.9
122e,22.5707859,117.729633,0.7908,418.8099663,14.835657,0.258692142,0.256,115.4,230.8
122f,22.26737708,117.9275057,1.1337,362.0458528,18.0243,0.282328817,0.293,99.7,199.5
122h,21.27243128,118.0530308,0.06558,17.57274223,4.4377093,0.1501,0.138,4.8,9.7
122i,21.84889636,118.0653647,1.1303,529.5021594,17.3029069,0.2748,0.269,145.9,291.7
1268a,107.4650971,163.072235,1.2169,597.6998462,19.9404514,0.355572868,0.316,164.7,329.3
1268b,107.8459383,163.5444305,2.3765,1353.341063,19.9785984,0.403894993,0.398,372.8,745.7
1278a,113.1638851,120.9779435,1.2007,718.9995568,19.1689352,0.264822311,0.267,198.1,396.2
1278b,113.495755,121.1880709,0.2803,171.2045367,17.8859291,0.157683961,0.172,47.2,94.3
1377a,36.55271842,111.653254,0.4051,243.4879846,16.4356419,0.187952832,0.181,67.1,134.2
1377b,36.00831148,111.7094824,0.010424,25.79622255,5.2981739,0.046319109,0.049,7.1,14.2
138a,55.49614879,111.3598934,1.9289,478.1929834,23.763274,0.357936611,0.366,131.7,263.5
138b,55.53928879,110.9275133,2.1021,561.6584402,23.765322,0.366352794,0.377,154.7,309.5
1390a,5.080998688,135.1463317,0.2951,187.3410586,15.2921539,0.189053441,0.186,51.6,103.2
1390b,4.893845664,135.1342785,0.177,115.2658589,13.8149186,0.125584595,0.126,31.8,63.5
139a,93.00058527,123.4924884,4.8073,1248.228326,26.717695,0.495485535,0.515,343.9,687.7
139b,92.36611477,123.7532452,0.04234,53.04380138,5.0338973,0.06836,0.08,14.6,29.2
1436a,13.84455802,103.4585815,1.4624,496.2292204,16.4149217,0.36874755,0.365,136.7,273.4
1436b,13.41248433,103.3717944,0.373,138.5808252,15.4718032,0.20996318,0.231,38.2,76.4
1438a,54.53648589,196.7927588,0.08412,103.974218,10.5039418,0.08772,0.096,28.6,57.3
1438b,55.02237322,196.8147761,0.3069,224.9436424,14.4813361,0.158613311,0.143,62.0,123.9
145a,23.54109228,175.4841042,3.2312,1525.723422,19.9647708,0.446760427,0.46,420.3,840.6
145c,23.97123995,176.3766773,0.008696,9.767391209,3.374485,0.04837,,2.7,5.4
145e,23.61782857,176.8458284,0.02155,41.46869262,5.458375,0.05526,,11.4,22.8
1480a,138.3227396,157.18793,0.1697,162.1006738,12.1953678,0.12768138,,44.7,89.3
1480b,139.0012049,156.687435,0.2348,188.5784461,12.6292823,0.129776472,,52.0,103.9
1480c,138.9191804,157.1811871,1.5202,851.1535686,20.3932802,0.33816847,,234.5,469.0
1480d,138.3040434,157.6314478,0.2618,193.7805194,14.0347588,0.163921806,,53.4,106.8
1501a,43.62507096,103.6021697,0.4264,172.2207226,18.0763005,0.19417197,0.198,47.4,94.9
1501b,43.33363239,103.6893579,0.4784,192.6256881,20.4174295,0.196769754,0.201,53.1,106.1
1513a,116.2175901,127.7297635,1.2531,335.4770304,24.5261082,0.282835045,0.29,92.4,184.8
1513b,116.1455356,127.4399986,0.1553,62.2163602,15.2183914,0.12732,0.159,17.1,34.3
1532a,53.51714727,171.7609768,0.4169,310.8614014,14.8668482,0.173589437,0.181,85.6,171.3
1532b,53.64657335,172.246392,0.09003,109.6611652,10.4006332,0.109650992,0.117,30.2,60.4
1570a,108.8945186,131.6049933,1.9683,554.5474389,25.78289,0.327444461,0.344,152.8,305.5
1570b,109.0540753,131.0491757,0.5383,223.1638229,23.47443,0.1864,0.198,61.5,123.0
1581b,126.8586368,151.9281194,0.7108,203.6199781,23.582954,0.228599661,0.234,56.1,112.2
1593a,104.6396462,167.6994086,0.3375,301.5040616,14.5615245,0.150509614,0.15,83.1,166.1
1593c,103.8943256,167.7622665,0.4652,356.5155207,15.6813503,0.177867626,0.19,98.2,196.4
1593d,104.1796934,167.6498598,0.238,133.0933664,12.24609101,0.15938356,0.162,36.7,73.3
1657a,25.39344438,134.3776291,0.3018,292.5450593,11.91758978,0.156635924,0.161,80.6,161.2
1657b,24.65551728,134.117406,0.04119,69.69510777,7.3622982,0.06505,0.072,19.2,38.4
1679a,133.7030902,109.2198752,0.3904,267.6092143,14.7132776,0.141790099,0.146,73.7,147.4
1745a,21.57095845,132.7215978,0.2356,321.7033176,9.6423695,0.1158,0.112,88.6,177.3
1745b,21.1153381,133.6472626,0.04855,104.0463319,5.350875,0.05966,0.064,28.7,57.3
174a,63.63293604,154.8044276,3.96,1658.780469,21.9614641,0.456272888,0.473,457.0,913.9
174b,64.3018355,154.8520498,0.1966,151.237043,11.8551817,0.148006726,0.15,41.7,83.3
175a,19.97012164,103.1631258,0.1324,148.9765697,10.6461454,0.110031359,0.115,41.0,82.1
175b,19.22821566,103.8623538,0.06775,81.12374888,7.1506619,0.101297313,0.096,22.3,44.7
175c,19.32310688,103.3326299,2.1765,1021.155681,19.3509136,0.390359969,0.385,281.3,562.6
1789a,19.98953829,141.4217419,0.052,35.52393588,6.7495417,0.138954954,0.105,9.8,19.6
1789b,20.36848743,141.2730394,0.1192,69.93401923,8.8802615,0.136499243,0.136,19.3,38.5
1800a,108.7963274,105.7974544,0.6983,238.0417004,21.8488686,0.182152352,0.206,65.6,131.2
1800b,109.2356607,105.5470634,0.1963,144.3637102,13.4884729,0.124718206,0.124,39.8,79.5
180a,111.8543641,137.3285698,3.0597,874.1200642,25.456307,0.475224785,0.467,240.8,481.6
180b,111.1767599,137.9569112,0.013325,11.83842069,3.5584159,0.05313,,3.3,6.5
1822a,75.71161199,183.6955006,0.126,184.2776984,10.8801342,0.103494046,0.086,50.8,101.5
1822b,75.97966116,184.4652463,0.1949,363.5062586,6.456043,0.08632,0.078,100.1,200.3
1822c,75.70258262,183.3272828,0.2001,322.0494683,9.913604,0.1002,0.105,88.7,177.4
1822d,76.07759568,183.3701982,0.03419,151.3526356,7.500686,0.056362663,0.055,41.7,83.4
1822e,75.94472374,183.4193585,0.2579,350.268427,12.1398747,0.10436364,0.096,96.5,193.0
184a,95.95665557,130.4158672,2.4986,681.0203499,26.392242,0.406345629,,187.6,375.2
1861a,110.7645113,163.8203601,0.6583,445.323233,18.3867036,0.228841877,0.216,122.7,245.4
1861b,110.4688892,163.4381044,0.09374,74.35282073,9.5108694,0.096388693,0.096,20.5,41.0
197a,7.066200058,164.5947945,4.3264,1471.851077,22.4575631,0.520389759,0.529,405.5,811.0
197b,6.198768534,164.7781251,0.07563,151.1345755,8.27573,0.089729905,0.096,41.6,83.3
2006a,107.4786634,147.9454141,0.06112,95.42454706,10.04104557,0.079187506,0.089,26.3,52.6
2006b,107.3299721,147.4886626,0.2553,301.2443893,15.2198829,0.121811959,0.128,83.0,166.0
201a,96.30183345,150.6421541,1.9401,859.3983943,19.379168,0.354083416,0.375,236.8,473.5
201b,96.62914942,150.2135531,1.7977,754.3662408,19.0634079,0.378665715,0.374,207.8,415.6
2024b,132.1901185,115.2307563,0.02868,34.62594636,7.2436454,0.06255,0.059,9.5,19.1
2049a,53.28227859,174.0003491,0.4233,407.696194,15.5903102,0.171951136,0.18,112.3,224.6
2053a,7.793280412,176.3384004,0.05616,43.58624452,9.552181,0.091099331,0.093,12.0,24.0
2053c,7.546174769,177.071995,0.1554,142.9187675,7.959316,0.1278,0.13,39.4,78.7
2053d,7.161159181,176.6291596,0.07034,101.7530741,7.990072,0.07546,0.068,28.0,56.1
2070a,50.52333998,120.0699953,0.3865,419.7307867,10.9524706,0.189065075,0.198,115.6,231.3
2070b,49.92135156,121.512859,0.04749,83.41080076,2.8913751,0.07323,0.063,23.0,46.0
2083a,26.55158202,121.8071264,0.1599,132.5734282,13.32270746,0.147504482,0.125,36.5,73.0
2083b,26.66803161,122.0299365,0.0375,20.16427151,9.2676589,0.07653807,0.079,5.6,11.1
20a,6.685826655,113.5960999,3.9128,1364.238244,18.784351,0.481827599,0.489,375.8,751.7
20b,7.088809764,113.1355588,0.6228,215.6711314,16.17465583,0.238708551,0.251,59.4,118.8
2128a,12.56084817,144.0801726,0.01205,27.51033603,4.971444,0.067118907,,7.6,15.2
2128b,12.4162618,144.3508124,0.08914,121.8516697,9.3675541,0.07718,0.084,33.6,67.1
2128c,12.89802348,144.3143297,0.1377,149.007337,10.1988177,0.112804082,0.12,41.0,82.1
213a,115.1566402,129.7813749,1.2296,397.6692927,24.8557998,0.282097695,0.298,109.6,219.1
213b,115.4595312,130.192071,3.1679,983.1103087,25.1603813,0.408420284,0.411,270.8,541.7
220a,37.4026709,110.319581,0.1864,97.34138459,13.9707296,0.136676366,0.139,26.8,53.6
220b,37.31754519,109.6217325,0.07314,15.64034197,9.6912367,0.142702291,0.121,4.3,8.6
220c,36.98514549,109.4721826,1.1415,375.2483233,21.7155397,0.278606212,0.285,103.4,206.8
220d,36.61479909,109.6932137,1.7498,720.8753102,21.6513944,0.325797267,0.332,198.6,397.2
2280a,25.56578817,118.8074791,0.3429,213.413962,15.3960618,0.151476627,0.165,58.8,117.6
2280b,25.59161434,119.2361947,0.2564,183.0803659,14.795266,0.143611693,0.151,50.4,100.9
2309b,26.05728459,144.6813153,0.09066,105.067284,11.1006439,0.10386901,0.109,28.9,57.9
2309c,26.2234467,144.9471415,0.04056,81.14572166,6.1494028,0.07287632,0.073,22.4,44.7
2310a,108.2496236,101.7009151,1.6364,512.0056755,22.4523631,0.292544241,0.297,141.1,282.1
2310b,107.8303313,101.9103739,0.8759,328.5311006,20.7609424,0.218175124,0.235,90.5,181.0
2345a,64.34580467,182.424176,0.2995,332.5016775,9.395134,0.169868072,0.164,91.6,183.2
2345b,64.09630572,182.5000411,0.09482,75.44941817,9.0640359,0.111531758,0.13,20.8,41.6
234a,0.984274436,187.8361848,4.6238,2288.441746,23.7140453,0.532072588,0.555,630.4,1260.9
250a,40.94297872,108.281806,1.4329,437.3969852,21.600521,0.288255207,0.294,120.5,241.0
250b,40.67628602,107.9200201,1.6031,542.5688938,21.497862,0.342097796,0.452,149.5,298.9
255a,85.39550095,126.8675597,0.4215,181.6174094,12.59281454,0.219626856,0.22,50.0,100.1
255b,86.10708723,126.8290757,0.37,225.0717699,18.3989862,0.157016506,0.185,62.0,124.0
255c,86.19539637,127.2228467,3.3314,901.1346539,25.781874,0.433214533,0.457,248.3,496.5
255d,85.68940578,127.8829575,2.3084,707.2883897,25.994488,0.378240654,0.4,194.8,389.7
255e,85.39512753,127.4798548,1.762,774.1517572,23.036271,0.302496085,0.321,213.3,426.5
264a,6.657715486,119.4621982,0.3421,138.7635372,17.8011938,0.191238917,0.199,38.2,76.5
264b,6.486556097,120.6349336,0.1789,148.2826863,11.5506523,0.1317,0.137,40.9,81.7
264c,7.149573453,119.6477644,0.02889,32.61535407,8.016253,0.080921529,0.09,9.0,18.0
264d,6.826508137,120.107874,0.10641,61.02088151,11.5979998,0.130802563,0.145,16.8,33.6
264e,6.524788313,119.7365921,0.2624,142.0224405,11.9890675,0.174414497,0.188,39.1,78.3
264f,6.410796049,120.0599487,1.649,740.4997063,17.89101426,0.322606397,0.329,204.0,408.0
280a,14.70039818,142.0097107,2.0137,895.5584661,18.0990365,0.381856004,0.372,246.7,493.4
280b,12.70767601,142.4921996,0.3461,218.8660357,11.8083307,0.197797136,0.211,60.3,120.6
324a,51.73170916,118.7733973,0.1768,72.57379566,10.881504,0.163040195,0.161,20.0,40.0
324b,51.89655987,118.3996353,0.9211,441.0181439,16.3974176,0.260798481,0.271,121.5,243.0
330a,68.66037145,157.5437969,0.07575,106.0203216,8.5877699,0.093742275,0.088,29.2,58.4
330b,68.16476311,157.3220643,0.02258,30.44330066,3.374977,0.07368,0.088,8.4,16.8
330c,68.37909798,156.9079672,1.7731,743.1219098,22.0781896,0.344604427,0.368,204.7,409.4
330d,68.77636889,156.7760453,0.7918,360.4165794,21.2058802,0.252494939,0.255,99.3,198.6
33a,14.29336856,103.1947589,1.2206,342.7978862,16.4763015,0.336504695,0.339,94.4,188.9
33b,14.70913741,103.1493048,0.2984,48.59207897,15.1168105,0.220880919,0.248,13.4,26.8
344a,38.20724357,125.6808711,2.0407,967.9911282,19.4057801,0.342691925,0.362,266.7,533.3
344b,38.51467477,126.0146218,0.2101,167.0544324,12.46072216,0.14884047,0.149,46.0,92.0
354a,26.55149534,103.2313356,0.3798,253.4949202,14.6645796,0.175591367,0.178,69.8,139.7
354b,26.67213921,102.8626816,2.8695,988.2732094,21.2273021,0.381583279,0.39,272.3,544.5
387a,126.3705448,142.6146299,2.5302,1234.224642,22.915938,0.368820216,0.376,340.0,680.0
387b,125.7312803,142.2298609,2.2616,868.9360186,23.839627,0.370505341,0.38,239.4,478.8
409a,109.5124677,118.2574431,1.4506,719.992385,20.8662372,0.2951,0.295,198.3,396.7
409b,109.3084447,119.0370393,0.011556,17.68335446,2.9069615,0.05096,0.049,4.9,9.7
416a,19.6499132,124.6664051,1.5909,506.5537209,19.7044495,0.318607715,0.331,139.5,279.1
438a,74.73235952,157.9300732,0.129,143.3075003,11.7103989,0.111416681,0.113,39.5,79.0
438b,74.37870527,158.3945006,1.1457,517.9198752,20.0448008,0.314006115,0.308,142.7,285.4
488a,112.237211,162.3498177,2.2231,1194.657093,20.1730843,0.366737088,0.369,329.1,658.2
488b,112.498784,162.0133304,0.2798,136.1046608,15.477623,0.163887928,0.172,37.5,75.0
521a,44.07224103,150.8441853,1.0253,390.1557866,21.7062162,0.26073359,0.274,107.5,215.0
521b,44.53282183,151.2069925,1.212,433.4418824,22.3012136,0.287866224,0.299,119.4,238.8
521c,44.46263346,151.4925859,1.0325,464.3690005,20.6581805,0.269252018,0.28,127.9,255.9
532a,36.86889899,103.9711662,1.0543,475.4976834,21.6012626,0.269026256,0.272,131.0,262.0
599a,81.65188754,155.1645384,0.09067,120.7029675,8.9723085,0.10478335,0.1,33.3,66.5
599b,80.88133096,154.9775625,0.3942,195.1145162,18.1881946,0.185303595,0.183,53.8,107.5
599c,81.42092731,154.1239753,1.6788,583.0756688,19.6978672,0.3795,0.306,160.6,321.3
5a,93.22396817,162.5296648,2.7188,1346.100632,21.3345186,0.438547537,0.435,370.8,741.7
5b,93.02206157,161.9529531,2.265,850.4937841,21.6486847,0.399488929,0.41,234.3,468.6
640a,27.47072746,119.7068067,0.9067,266.8764594,21.5119912,0.242878076,0.246,73.5,147.0
640b,27.57458094,120.1813301,0.121,88.46588343,12.75813955,0.112510923,0.118,24.4,48.7
654a,64.08311056,153.6577351,0.738,288.6947231,19.27003,0.241102495,0.262,79.5,159.1
654b,64.46953536,153.4954108,0.2388,96.51760538,20.1330032,0.156713393,0.161,26.6,53.2
705a,42.2522476,139.4390065,0.9924,330.224899,19.9636621,0.260788376,0.269,91.0,181.9
712a,33.14624242,102.430722,0.7027,196.0305714,20.7248157,0.245458001,0.25,54.0,108.0
712b,32.9854801,101.9350092,1.5999,542.1269579,20.614984,0.324776201,0.335,149.3,298.7
718a,19.3871338,100.9798179,1.1261,413.157569,19.2601021,0.276290799,0.297,113.8,227.6
718c,20.17878209,100.7818022,2.0221,658.0378101,20.8388375,0.3775,0.415,181.3,362.6
8012a,113.5374473,112.925609,0.5851,274.4911512,15.526,0.21465953,0.22,75.6,151.2
8012b,114.0657812,112.7469888,0.4771,211.8727382,14.0235209,0.233578977,0.234,58.4,116.7
8026a,58.31381238,120.7455846,0.01555,20.50202523,3.8835707,0.06102,,5.6,11.3
8026b,58.85910738,120.1992299,0.01904,13.85099202,2.8934951,0.07241,,3.8,7.6
8028a,49.37636471,149.3047157,0.1191,161.7231727,12.3306514,0.09477256,0.103,44.6,89.1
8028c,49.83137587,149.7187025,0.0523,88.71541221,9.1677187,0.07513,0.077,24.4,48.9
8047a,99.06370901,105.0229767,0.04467,97.6364717,5.2897954,0.06673,,26.9,53.8
8047b,99.58090201,106.3716134,0.1661,290.0664691,10.7222624,0.096512015,,79.9,159.8
8049a,119.7873504,101.2739981,0.01947,34.29328398,7.2372276,0.057330356,0.057,9.4,18.9
8049b,120.0542882,101.6084324,0.02367,39.88168022,6.6868718,0.047719274,,11.0,22.0
8053a,118.5063326,100.8778897,0.02935,37.6576088,4.06888659,0.05802,0.07,10.4,20.7
8053b,120.0074776,100.8062883,0.01583,30.26381259,4.6737294,0.044107402,0.052,8.3,16.7
8057b,118.168438,105.3412267,0.2013,288.6305412,9.0901732,0.115490546,0.058,79.5,159.0
805a,71.80896982,157.2516053,1.0987,427.9474992,20.5066603,0.281501789,0.291,117.9,235.8
805b,71.8032631,157.7295353,0.8449,347.4800982,19.2324257,0.243814856,0.253,95.7,191.5
8061a,132.2785439,106.3070654,0.2695,299.1129017,12.1893139,0.1138,0.084,82.4,164.8
8061b,132.0551681,105.8349693,0.09947,120.9881371,8.9901342,0.077395098,0.108,33.3,66.7
8071b,95.47325174,122.1750841,0.1307,276.1346194,9.8147989,0.076713627,0.082,76.1,152.1
8075a,103.8360824,120.3929095,0.0931,183.6945732,6.674033,0.06714,,50.6,101.2
8075b,103.800166,118.9922119,0.1403,237.6365455,6.0434713,0.08118,,65.5,130.9
8079a,107.2764775,124.1587811,0.02392,54.63290869,6.2416749,0.05427,0.059,15.1,30.1
8079b,107.1208753,123.9630366,0.06607,135.1471607,6.5330155,0.07115,0.073,37.2,74.5
8086a,42.87503913,180.8738132,0.06981,86.77254984,11.7701104,0.077028307,0.079,23.9,47.8
8086b,43.22109098,180.8277205,0.244,222.2552519,14.3373236,0.157864921,0.148,61.2,122.5
8088c,43.86933752,181.6581847,0.009498,16.93880375,3.196726,0.04597,,4.7,9.3
8099a,52.58237983,184.9123918,0.011512,17.9040986,5.091114,0.071186891,,4.9,9.9
8099c,51.54029756,185.7548152,0.0232,44.48908496,7.398412,0.05855,,12.3,24.5
8099d,51.35203789,184.5748805,0.02186,44.48264758,6.076962,0.05104,,12.3,24.5
809a,13.12599185,121.1320581,0.715,228.8575252,18.2490582,0.242906127,0.255,63.0,126.1
809b,12.9394383,121.6437289,0.7008,216.8395567,19.0034406,0.243852397,0.246,59.7,119.5
8105b,55.96343584,172.8135838,0.04246,86.60027317,9.2661384,0.083376981,0.062,23.9,47.7
8107b,52.53254724,173.3169694,0.1943,160.8487392,14.5304067,0.128546989,0.131,44.3,88.6
8107c,52.39492227,173.6412733,0.1338,71.51991316,11.4412527,0.130384555,0.133,19.7,39.4
8107d,53.41516431,173.7368979,0.07748,86.10436901,10.7275386,0.100165112,0.086,23.7,47.4
8113a,104.4948358,187.7691185,0.07975,208.2802703,4.749625,0.08425,,57.4,114.8
8113b,103.5647949,187.4596821,0.1473,273.8527929,8.7106568,0.09094,,75.4,150.9
8115a,100.7616616,191.7610176,0.1895,289.9146214,7.8006242,0.1268,,79.9,159.7
8115b,99.9536225,191.9206202,0.07579,87.04749465,11.2296782,0.110608564,,24.0,48.0
8118b,62.29184378,197.4026563,0.08679,123.0634123,6.186063,0.072102343,0.077,33.9,67.8
8118c,62.82252266,197.0781581,0.393,400.4431525,10.853058,0.139010228,0.129,110.3,220.6
8118d,62.64941165,197.000916,0.4691,417.4611179,14.3945391,0.160705697,0.156,115.0,230.0
8122b,64.59756938,198.8759756,0.1924,156.0620417,14.4907884,0.132718318,,43.0,86.0
8138a,69.44226858,181.251975,0.138,101.1594948,8.2833708,0.1569,,27.9,55.7
8138b,69.78199104,180.7656965,0.3327,536.1390231,11.5503231,0.112878043,,147.7,295.4
8145a,121.9491727,119.9315151,0.01932,32.92986007,7.9329338,0.04375,,9.1,18.1
8145b,121.5792582,120.225504,0.01408,18.97726861,5.9643763,0.043234796,,5.2,10.5
8145c,120.905767,120.2701881,0.006054,8.674483393,4.4393253,0.038991882,,2.4,4.8
8149a,121.8126209,122.4845202,0.01163,21.31669598,5.9568444,0.04611,,5.9,11.7
8149b,122.371806,122.8148847,0.05594,62.07209469,11.887549,0.074952664,,17.1,34.2
8159a,92.02283438,154.29061,0.1247,178.8218841,7.6920051,0.09726,0.098,49.3,98.5
8159b,91.06205053,154.8405211,0.08433,167.3484597,5.2027166,0.06929,0.069,46.1,92.2
8159c,91.39433471,153.9514612,0.1608,220.1501546,8.3330989,0.090608995,0.09,60.6,121.3
8159d,91.76258991,154.8496833,0.10732,155.331795,6.5132139,0.08443,0.09,42.8,85.6
8161b,128.9433786,131.8996722,0.016815,21.97218404,5.224241,0.034658385,,6.1,12.1
8163a,103.8108045,139.2291126,0.01938,51.56932234,4.3717686,0.051602896,,14.2,28.4
8163b,104.875221,140.002625,0.09582,181.7105304,7.0377719,0.07533,,50.1,100.1
8163c,104.5638966,138.9792285,0.03789,86.63034389,5.5016374,0.210341696,,23.9,47.7
8169a,104.6961608,149.5516247,0.01634,26.52046788,7.7459848,0.046145864,,7.3,14.6
8169b,104.669793,149.8880593,0.0538,68.44323159,9.10570244,0.071058274,0.065,18.9,37.7
8172a,103.1257241,157.1322016,0.1068,108.1538157,7.4736337,0.07901,,29.8,59.6
8172c,104.6568635,157.2825367,0.0239,16.27118715,5.1500917,0.091073083,,4.5,9.0
8172d,104.3770017,157.1852954,0.1694,158.1264697,11.3662882,0.1088,,43.6,87.1
8172f,103.8551648,157.0012129,0.1277,183.3589857,10.2128105,0.08482634,,50.5,101.0
817a,130.0725278,153.2395434,1.5308,760.9698518,23.294582,0.301104097,0.318,209.6,419.3
817b,129.4339419,153.7033777,0.01904,34.87078691,3.2282487,0.04655,,9.6,19.2
818a,9.776549629,135.0520865,1.6692,979.4827558,15.88158656,0.393936439,0.364,269.8,539.7
818b,9.268340722,135.6237047,0.3018,191.2682999,10.6870479,0.1937,0.199,52.7,105.4
8222a,135.8205268,129.5826254,0.06219,75.12494427,9.29882,0.07171,0.073,20.7,41.4
8222c,135.5672069,131.2134865,0.04252,84.47115848,6.01565499,0.05679,0.057,23.3,46.5
