"id","genus","species","scientificname"
1000009382,"Norantea","oxystylis","Norantea oxystylis"
1000009385,"Notopleura","tapajozensis","Notopleura tapajozensis"
1000009386,"Notopleura","uliginosa","Notopleura uliginosa"
1000009387,"Nycticalanthus","speciosus","Nycticalanthus speciosus"
1000009388,"Nyssa","talamancana","Nyssa talamancana"
1000009391,"Ochthephilus","repentinus","Ochthephilus repentinus"
1000009392,"Ochthocosmus","barrae","Ochthocosmus barrae"
1000009393,"Ochthocosmus","longipedicellatus","Ochthocosmus longipedicellatus"
1000009394,"Ochthocosmus","multiflorus","Ochthocosmus multiflorus"
1000009395,"Ochthocosmus","roraimae","Ochthocosmus roraimae"
1000009425,"Ocotea","cernua","Ocotea cernua"
1000009450,"Ocotea","fragrantissima","Ocotea fragrantissima"
1000009494,"Ocotea","myriantha","Ocotea myriantha"
1000009496,"Ocotea","neesiana","Ocotea neesiana"
1000009513,"Ocotea","pauciflora","Ocotea pauciflora"
1000009538,"Ocotea","schomburgkiana","Ocotea schomburgkiana"
1000009549,"Ocotea","tarapotana","Ocotea tarapotana"
1000009564,"Odontadenia","affinis","Odontadenia affinis"
1000009565,"Odontadenia","anomala","Odontadenia anomala"
1000009566,"Odontadenia","cognata","Odontadenia cognata"
1000009567,"Odontadenia","cordigera","Odontadenia cordigera"
1000009568,"Odontadenia","funigera","Odontadenia funigera"
1000009569,"Odontadenia","geminata","Odontadenia geminata"
1000009570,"Odontadenia","glauca","Odontadenia glauca"
1000009571,"Odontadenia","killipii","Odontadenia killipii"
1000009572,"Odontadenia","lutea","Odontadenia lutea"
1000009573,"Odontadenia","macrantha","Odontadenia macrantha"
1000009574,"Odontadenia","macrostoma","Odontadenia macrostoma"
1000009575,"Odontadenia","nitida","Odontadenia nitida"
1000009576,"Odontadenia","puncticulosa","Odontadenia puncticulosa"
1000009577,"Odontadenia","stemmadeniifolia","Odontadenia stemmadeniifolia"
1000009578,"Odontadenia","verrucosa","Odontadenia verrucosa"
1000009579,"Odontocarya","arifolia","Odontocarya arifolia"
1000009580,"Odontocarya","deminuta","Odontocarya deminuta"
1000009581,"Odontocarya","dielsiana","Odontocarya dielsiana"
1000009582,"Odontocarya","diplobotrya","Odontocarya diplobotrya"
1000009583,"Odontocarya","floribunda","Odontocarya floribunda"
1000009584,"Odontocarya","integrifolia","Odontocarya integrifolia"
1000009585,"Odontocarya","klugii","Odontocarya klugii"
1000009586,"Odontocarya","magnifolia","Odontocarya magnifolia"
1000009587,"Odontocarya","monandra","Odontocarya monandra"
1000009588,"Odontocarya","tamoides","Odontocarya tamoides"
1000009589,"Odontocarya","tripetala","Odontocarya tripetala"
1000009590,"Odontocarya","truncata","Odontocarya truncata"
1000009591,"Odontocarya","ulei","Odontocarya ulei"
1000009592,"Odontocarya","uva-alba","Odontocarya uva-alba"
1000009593,"Odontonema","hookerianum","Odontonema hookerianum"
1000009594,"Odontonema","laxum","Odontonema laxum"
1000009595,"Odontonema","schomburgkianum","Odontonema schomburgkianum"
1000009596,"Oedematopus","congestiflorus","Oedematopus congestiflorus"
1000009597,"Oedematopus","obovatus","Oedematopus obovatus"
1000009598,"Oedematopus","octandrus","Oedematopus octandrus"
1000009599,"Oedematopus","weberbaueri","Oedematopus weberbaueri"
1000009600,"Oenocarpus","bacaba","Oenocarpus bacaba"
1000009603,"Oenocarpus","mapora","Oenocarpus mapora"
1000009613,"Oncoba","echinata","Oncoba echinata"
1000009616,"Onychopetalum","amazonicum","Onychopetalum amazonicum"
1000009617,"Onychopetalum","krukoffii","Onychopetalum krukoffii"
1000009625,"Ophioglossum","scariosum","Ophioglossum scariosum"
1000009642,"Oplonia","grandiflora","Oplonia grandiflora"
1000009643,"Oplonia","hutchisonii","Oplonia hutchisonii"
1000009644,"Opuntia","aequatorialis","Opuntia aequatorialis"
1000009645,"Opuntia","bakeri","Opuntia bakeri"
1000009646,"Opuntia","bonplandii","Opuntia bonplandii"
1000009647,"Opuntia","corotilla","Opuntia corotilla"
1000009648,"Opuntia","crassicylindrica","Opuntia crassicylindrica"
1000009649,"Opuntia","cylindrica","Opuntia cylindrica"
1000009650,"Opuntia","dactylifera","Opuntia dactylifera"
1000009651,"Opuntia","echios","Opuntia echios"
1000009652,"Opuntia","elatior","Opuntia elatior"
1000009653,"Opuntia","ficus-indica soederstromiana","Opuntia ficus-indica X soederstromiana"
1000009654,"Opuntia","galapageia","Opuntia galapageia"
1000009655,"Opuntia","helleri","Opuntia helleri"
1000009656,"Opuntia","inaequilaterlis","Opuntia inaequilaterlis"
1000009657,"Opuntia","insularis","Opuntia insularis"
1000009658,"Opuntia","megasperma","Opuntia megasperma"
1000009659,"Opuntia","mistiensis","Opuntia mistiensis"
1000009660,"Opuntia","moniliformis","Opuntia moniliformis"
1000009661,"Opuntia","pachypus","Opuntia pachypus"
1000009662,"Opuntia","pubescens","Opuntia pubescens"
1000009663,"Opuntia","pyrrhacantha","Opuntia pyrrhacantha"
1000009664,"Opuntia","quitensis","Opuntia quitensis"
1000009665,"Opuntia","rosea","Opuntia rosea"
1000009666,"Opuntia","rubescens","Opuntia rubescens"
1000009667,"Opuntia","saxicola","Opuntia saxicola"
1000009668,"Opuntia","soederstromiana","Opuntia soederstromiana"
1000009669,"Opuntia","soehrensii","Opuntia soehrensii"
1000009670,"Opuntia","sphaerica","Opuntia sphaerica"
1000009672,"Oreanthes","buxifolius","Oreanthes buxifolius"
1000009673,"Oreanthes","fragilis","Oreanthes fragilis"
1000009674,"Oreanthes","glanduliferus","Oreanthes glanduliferus"
1000009675,"Oreanthes","hypogaeus","Oreanthes hypogaeus"
1000009676,"Oreanthes","sperlingii","Oreanthes sperlingii"
1000009677,"Oreocallis","grandiflora","Oreocallis grandiflora"
1000009678,"Oreocallis","mucronata","Oreocallis mucronata"
1000009679,"Oreocereus","doelzianus","Oreocereus doelzianus"
1000009743,"Ormosia","amazonica","Ormosia amazonica"
1000009744,"Ormosia","arborea","Ormosia arborea"
1000009745,"Ormosia","bolivarensis","Ormosia bolivarensis"
1000009746,"Ormosia","bopiensis","Ormosia bopiensis"
1000009747,"Ormosia","cinerea","Ormosia cinerea"
1000009748,"Ormosia","coarctata","Ormosia coarctata"
1000009749,"Ormosia","coccinea","Ormosia coccinea"
1000009750,"Ormosia","costulata","Ormosia costulata"
1000009751,"Ormosia","coutinhoi","Ormosia coutinhoi"
1000009752,"Ormosia","cruenta","Ormosia cruenta"
1000009753,"Ormosia","discolor","Ormosia discolor"
1000009754,"Ormosia","elata","Ormosia elata"
1000009755,"Ormosia","flava","Ormosia flava"
1000009756,"Ormosia","grandiflora","Ormosia grandiflora"
1000009757,"Ormosia","grossa","Ormosia grossa"
1000009758,"Ormosia","guyanensis","Ormosia guyanensis"
1000009759,"Ormosia","lignivalvis","Ormosia lignivalvis"
1000009760,"Ormosia","macrocalyx","Ormosia macrocalyx"
1000009761,"Ormosia","macrophylla","Ormosia macrophylla"
1000009762,"Ormosia","nobilis","Ormosia nobilis"
1000009763,"Ormosia","oblongifolia","Ormosia oblongifolia"
1000009764,"Ormosia","panamensis","Ormosia panamensis"
1000009765,"Ormosia","paraensis","Ormosia paraensis"
1000009766,"Ormosia","peruviana","Ormosia peruviana"
1000009767,"Ormosia","pubescens","Ormosia pubescens"
1000009768,"Ormosia","santaremnensis","Ormosia santaremnensis"
1000009769,"Ormosia","schunkei","Ormosia schunkei"
1000009770,"Ormosia","smithii","Ormosia smithii"
1000009771,"Ormosia","stipularis","Ormosia stipularis"
1000009772,"Ormosia","tovarensis","Ormosia tovarensis"
1000009773,"Ormosia","velutina","Ormosia velutina"
1000009774,"Ormosia","wayana","Ormosia wayana"
1000009775,"Orophochilus","stipulaceus","Orophochilus stipulaceus"
1000009776,"Orthaea","abbreviata","Orthaea abbreviata"
1000009777,"Orthaea","breviflora","Orthaea breviflora"
1000009778,"Orthaea","coriacea","Orthaea coriacea"
1000009779,"Orthaea","crinita","Orthaea crinita"
1000009780,"Orthaea","ecuadorensis","Orthaea ecuadorensis"
1000009781,"Orthaea","ferreyrae","Orthaea ferreyrae"
1000009782,"Orthaea","fimbriata","Orthaea fimbriata"
1000009783,"Orthaea","ignea","Orthaea ignea"
1000009784,"Orthaea","oedipus","Orthaea oedipus"
1000009785,"Orthaea","oriens","Orthaea oriens"
1000009786,"Orthaea","pinnatinervia","Orthaea pinnatinervia"
1000009787,"Orthaea","secundiflora","Orthaea secundiflora"
1000009788,"Orthaea","weberbauerii","Orthaea weberbauerii"
1000009789,"Orthion","subsessile","Orthion subsessile"
1000009790,"Orthomene","hirsuta","Orthomene hirsuta"
1000009791,"Orthomene","schomburgkii","Orthomene schomburgkii"
1000009793,"Oryctanthus","alveolatus","Oryctanthus alveolatus"
1000009794,"Oryctanthus","asplundii","Oryctanthus asplundii"
1000009795,"Oryctanthus","florulentus","Oryctanthus florulentus"
1000009796,"Oryctanthus","occidentalis","Oryctanthus occidentalis"
1000009797,"Oryctanthus","spicatus","Oryctanthus spicatus"
1000009798,"Ossaea","araneifera","Ossaea araneifera"
1000009799,"Ossaea","asplundii","Ossaea asplundii"
1000009800,"Ossaea","boekei","Ossaea boekei"
1000009801,"Ossaea","boliviensis","Ossaea boliviensis"
1000009802,"Ossaea","bracteata","Ossaea bracteata"
1000009803,"Ossaea","brenesii","Ossaea brenesii"
1000009804,"Ossaea","bullifera","Ossaea bullifera"
1000009805,"Ossaea","capillaris","Ossaea capillaris"
1000009806,"Ossaea","coarctiflora","Ossaea coarctiflora"
1000009807,"Ossaea","cucullata","Ossaea cucullata"
1000009808,"Ossaea","duckeana","Ossaea duckeana"
1000009809,"Ossaea","incerta","Ossaea incerta"
1000009810,"Ossaea","krugiana","Ossaea krugiana"
1000009811,"Ossaea","laxivenula","Ossaea laxivenula"
1000009812,"Ossaea","macrophylla","Ossaea macrophylla"
1000009813,"Ossaea","micrantha","Ossaea micrantha"
1000009814,"Ossaea","muricata","Ossaea muricata"
1000009815,"Ossaea","palenquensis","Ossaea palenquensis"
1000009816,"Ossaea","petiolaris","Ossaea petiolaris"
1000009817,"Ossaea","quadrisulca","Ossaea quadrisulca"
1000009818,"Ossaea","quinquenervia","Ossaea quinquenervia"
1000009819,"Ossaea","robusta","Ossaea robusta"
1000009820,"Ossaea","rubescens","Ossaea rubescens"
1000009821,"Ossaea","rufibarbis","Ossaea rufibarbis"
1000009822,"Ossaea","sessilifolia","Ossaea sessilifolia"
1000009823,"Ossaea","sparrei","Ossaea sparrei"
1000009824,"Ossaea","spicata","Ossaea spicata"
1000009827,"Otholobium","brachystachyum","Otholobium brachystachyum"
1000009828,"Otholobium","diffidens","Otholobium diffidens"
1000009829,"Otholobium","glandulosum","Otholobium glandulosum"
1000009830,"Otholobium","holosericeum","Otholobium holosericeum"
1000009831,"Otholobium","mexicanum","Otholobium mexicanum"
1000009832,"Otholobium","munyense","Otholobium munyense"
1000009833,"Otholobium","pubescens","Otholobium pubescens"
1000009842,"Ouratea","amplifolia","Ouratea amplifolia"
1000009843,"Ouratea","angulata","Ouratea angulata"
1000009844,"Ouratea","aromatica","Ouratea aromatica"
1000009845,"Ouratea","candollei","Ouratea candollei"
1000009846,"Ouratea","cardiosperma","Ouratea cardiosperma"
1000009847,"Ouratea","castaneaefolia","Ouratea castaneaefolia"
1000009848,"Ouratea","cerebroidea","Ouratea cerebroidea"
1000009849,"Ouratea","cernuiflora","Ouratea cernuiflora"
1000009850,"Ouratea","chiribiquetensis","Ouratea chiribiquetensis"
1000009851,"Ouratea","coccinea","Ouratea coccinea"
1000009852,"Ouratea","darienensis","Ouratea darienensis"
1000009853,"Ouratea","decagyna","Ouratea decagyna"
1000009854,"Ouratea","discophora","Ouratea discophora"
1000009855,"Ouratea","dybovskii","Ouratea dybovskii"
1000009856,"Ouratea","erecta","Ouratea erecta"
1000009857,"Ouratea","fasciculata","Ouratea fasciculata"
1000009858,"Ouratea","ferruginea","Ouratea ferruginea"
1000009859,"Ouratea","gillyana","Ouratea gillyana"
1000009860,"Ouratea","guianensis","Ouratea guianensis"
1000009861,"Ouratea","guildingii","Ouratea guildingii"
1000009862,"Ouratea","impressa","Ouratea impressa"
1000009863,"Ouratea","insulae","Ouratea insulae"
1000009864,"Ouratea","iquitosensis","Ouratea iquitosensis"
1000009865,"Ouratea","jefensis","Ouratea jefensis"
1000009866,"Ouratea","kananariensis","Ouratea kananariensis"
1000009867,"Ouratea","knappiae","Ouratea knappiae"
1000009868,"Ouratea","leblondii","Ouratea leblondii"
1000009869,"Ouratea","lucens","Ouratea lucens"
1000009870,"Ouratea","maasorum","Ouratea maasorum"
1000009871,"Ouratea","macrobotrys","Ouratea macrobotrys"
1000009872,"Ouratea","macrocarpa","Ouratea macrocarpa"
1000009873,"Ouratea","mazaruniensis","Ouratea mazaruniensis"
1000009874,"Ouratea","melinonii","Ouratea melinonii"
1000009875,"Ouratea","microcalyx","Ouratea microcalyx"
1000009876,"Ouratea","odora","Ouratea odora"
1000009877,"Ouratea","oleosa","Ouratea oleosa"
1000009878,"Ouratea","orbignyana","Ouratea orbignyana"
1000009879,"Ouratea","patelliformis","Ouratea patelliformis"
1000009880,"Ouratea","pendula","Ouratea pendula"
1000009881,"Ouratea","phaeophylla","Ouratea phaeophylla"
1000009882,"Ouratea","polyantha","Ouratea polyantha"
1000009883,"Ouratea","prominens","Ouratea prominens"
1000009884,"Ouratea","rigida","Ouratea rigida"
1000009885,"Ouratea","riparia","Ouratea riparia"
1000009886,"Ouratea","roraimae","Ouratea roraimae"
1000009887,"Ouratea","rorida","Ouratea rorida"
1000009888,"Ouratea","rupununiensis","Ouratea rupununiensis"
1000009889,"Ouratea","saulensis","Ouratea saulensis"
1000009890,"Ouratea","schomburgkii","Ouratea schomburgkii"
1000009891,"Ouratea","scottii","Ouratea scottii"
1000009892,"Ouratea","sculpta","Ouratea sculpta"
1000009893,"Ouratea","simulans","Ouratea simulans"
1000009894,"Ouratea","soderstromii","Ouratea soderstromii"
1000009895,"Ouratea","spruceana","Ouratea spruceana"
1000009896,"Ouratea","sulcatinervia","Ouratea sulcatinervia"
1000009897,"Ouratea","superba","Ouratea superba"
1000009898,"Ouratea","tarapotensis","Ouratea tarapotensis"
1000009899,"Ouratea","tristis","Ouratea tristis"
1000009900,"Ouratea","valerioi","Ouratea valerioi"
1000009901,"Ouratea","weberbaueri","Ouratea weberbaueri"
1000009902,"Ouratea","williamsii","Ouratea williamsii"
1000009903,"Oxalis","caucensis","Oxalis caucensis"
1000009904,"Oxalis","hedysaroides","Oxalis hedysaroides"
1000009905,"Oxalis","herrerae","Oxalis herrerae"
1000009906,"Oxalis","hypopilina","Oxalis hypopilina"
1000009907,"Oxalis","insignis","Oxalis insignis"
1000009908,"Oxalis","insipida","Oxalis insipida"
1000009909,"Oxalis","jasminifolia","Oxalis jasminifolia"
1000009910,"Oxalis","mathewsii","Oxalis mathewsii"
1000009911,"Oxalis","microcarpa","Oxalis microcarpa"
1000009912,"Oxalis","psoraleoides","Oxalis psoraleoides"
1000009913,"Oxalis","spruceana","Oxalis spruceana"
1000009914,"Oxalis","tessmannii","Oxalis tessmannii"
1000009915,"Oxalis","velutina","Oxalis velutina"
1000009916,"Oxalis","zamorana","Oxalis zamorana"
1000009917,"Oxandra","acuminata","Oxandra acuminata"
1000009918,"Oxandra","asbeckii","Oxandra asbeckii"
1000009919,"Oxandra","dielsiana","Oxandra dielsiana"
1000009920,"Oxandra","espintana","Oxandra espintana"
1000009921,"Oxandra","euneura","Oxandra euneura"
1000009922,"Oxandra","guianensis","Oxandra guianensis"
1000009923,"Oxandra","krukoffii","Oxandra krukoffii"
1000009924,"Oxandra","leucodermis","Oxandra leucodermis"
1000009925,"Oxandra","longipetala","Oxandra longipetala"
1000009926,"Oxandra","macrophylla","Oxandra macrophylla"
1000009927,"Oxandra","major","Oxandra major"
1000009928,"Oxandra","mediocris","Oxandra mediocris"
1000009929,"Oxandra","panamensis","Oxandra panamensis"
1000009930,"Oxandra","polyantha","Oxandra polyantha"
1000009931,"Oxandra","riedeliana","Oxandra riedeliana"
1000009932,"Oxandra","sphaerocarpa","Oxandra sphaerocarpa"
1000009933,"Oxandra","surinamensis","Oxandra surinamensis"
1000009934,"Oxandra","venezuelana","Oxandra venezuelana"
1000009935,"Oxandra","weberbaueri","Oxandra weberbaueri"
1000009936,"Oxandra","xylopioides","Oxandra xylopioides"
1000009941,"Pachira","brevipes","Pachira brevipes"
1000009946,"Pachira","minor","Pachira minor"
1000009956,"Pachystachys","badiospica","Pachystachys badiospica"
1000009957,"Pachystachys","coccinea","Pachystachys coccinea"
1000009958,"Pachystachys","fosteri","Pachystachys fosteri"
1000009959,"Pachystachys","incarnata","Pachystachys incarnata"
1000009960,"Pachystachys","killipii","Pachystachys killipii"
1000009961,"Pachystachys","longibracteata","Pachystachys longibracteata"
1000009962,"Pachystachys","ossolae","Pachystachys ossolae"
1000009963,"Pachystachys","puberula","Pachystachys puberula"
1000009964,"Pachystachys","rosea","Pachystachys rosea"
1000009965,"Pachystachys","schunkei","Pachystachys schunkei"
1000009967,"Pacouria","boliviensis","Pacouria boliviensis"
1000009968,"Pacouria","guianensis","Pacouria guianensis"
1000009969,"Paederia","diffusa","Paederia diffusa"
1000009970,"Pagamea","capitata","Pagamea capitata"
1000009971,"Pagamea","coriacea","Pagamea coriacea"
1000009972,"Pagamea","dudleyi","Pagamea dudleyi"
1000009973,"Pagamea","guianensis","Pagamea guianensis"
1000009974,"Pagamea","hirsuta","Pagamea hirsuta"
1000009975,"Pagamea","macrophylla","Pagamea macrophylla"
1000009976,"Pagamea","plicata","Pagamea plicata"
1000009977,"Pagamea","thyrsiflora","Pagamea thyrsiflora"
1000009978,"Pakaraimaea","dipterocarpacea","Pakaraimaea dipterocarpacea"
1000009979,"Palicourea","acanthacea","Palicourea acanthacea"
1000009980,"Palicourea","amapaensis","Palicourea amapaensis"
1000009981,"Palicourea","amethystina","Palicourea amethystina"
1000009982,"Palicourea","andaluciana","Palicourea andaluciana"
1000009983,"Palicourea","anderssoniana","Palicourea anderssoniana"
1000009984,"Palicourea","andrei","Palicourea andrei"
1000009985,"Palicourea","angustifolia","Palicourea angustifolia"
1000009986,"Palicourea","anianguana","Palicourea anianguana"
1000009987,"Palicourea","anisoloba","Palicourea anisoloba"
1000009988,"Palicourea","aphthosa","Palicourea aphthosa"
1000009989,"Palicourea","apicata","Palicourea apicata"
1000009990,"Palicourea","asplundii","Palicourea asplundii"
1000009991,"Palicourea","astrellantha","Palicourea astrellantha"
1000009992,"Palicourea","attenuata","Palicourea attenuata"
1000009993,"Palicourea","azurea","Palicourea azurea"
1000009994,"Palicourea","barbinervia","Palicourea barbinervia"
1000009995,"Palicourea","barraensis","Palicourea barraensis"
1000009996,"Palicourea","brachyloba","Palicourea brachyloba"
1000009997,"Palicourea","bracteosa","Palicourea bracteosa"
1000009998,"Palicourea","buchtienii","Palicourea buchtienii"
1000009999,"Palicourea","buntingii","Palicourea buntingii"
1000010000,"Palicourea","calantha","Palicourea calantha"
1000010001,"Palicourea","calophlebia","Palicourea calophlebia"
1000010002,"Palicourea","calophylla","Palicourea calophylla"
1000010003,"Palicourea","calothyrsus","Palicourea calothyrsus"
1000010004,"Palicourea","calycina","Palicourea calycina"
1000010005,"Palicourea","canarina","Palicourea canarina"
1000010006,"Palicourea","candida","Palicourea candida"
1000010007,"Palicourea","charianthema","Palicourea charianthema"
1000010008,"Palicourea","chignul","Palicourea chignul"
1000010009,"Palicourea","chimboracensis","Palicourea chimboracensis"
1000010010,"Palicourea","chlorocaerulea","Palicourea chlorocaerulea"
1000010011,"Palicourea","chrysotricha","Palicourea chrysotricha"
1000010012,"Palicourea","condensata","Palicourea condensata"
1000010013,"Palicourea","condorica","Palicourea condorica"
1000010014,"Palicourea","conferta","Palicourea conferta"
1000010015,"Palicourea","consobrina","Palicourea consobrina"
1000010016,"Palicourea","corniculata","Palicourea corniculata"
1000010017,"Palicourea","cornigera","Palicourea cornigera"
1000010018,"Palicourea","corymbifera","Palicourea corymbifera"
1000010019,"Palicourea","cymosa","Palicourea cymosa"
1000010020,"Palicourea","demissa","Palicourea demissa"
1000010021,"Palicourea","deviae","Palicourea deviae"
1000010022,"Palicourea","domingensis","Palicourea domingensis"
1000010023,"Palicourea","expetens","Palicourea expetens"
1000010024,"Palicourea","fastigiata","Palicourea fastigiata"
1000010025,"Palicourea","flavescens","Palicourea flavescens"
1000010026,"Palicourea","frontinoensis","Palicourea frontinoensis"
1000010027,"Palicourea","garciae","Palicourea garciae"
1000010028,"Palicourea","gentryi","Palicourea gentryi"
1000010029,"Palicourea","gomezii","Palicourea gomezii"
1000010030,"Palicourea","grandiflora","Palicourea grandiflora"
1000010031,"Palicourea","grandifolia","Palicourea grandifolia"
1000010032,"Palicourea","haenkeana","Palicourea haenkeana"
1000010033,"Palicourea","hammelii","Palicourea hammelii"
1000010034,"Palicourea","harlingii","Palicourea harlingii"
1000010035,"Palicourea","heilbornii","Palicourea heilbornii"
1000010036,"Palicourea","herrerae","Palicourea herrerae"
1000010037,"Palicourea","heterochroma","Palicourea heterochroma"
1000010038,"Palicourea","holmgrenii","Palicourea holmgrenii"
1000010039,"Palicourea","hospitalis","Palicourea hospitalis"
1000010040,"Palicourea","huigrensis","Palicourea huigrensis"
1000010041,"Palicourea","irwinii","Palicourea irwinii"
1000010042,"Palicourea","jaramilloi","Palicourea jaramilloi"
1000010043,"Palicourea","jatun-sachensis","Palicourea jatun-sachensis"
1000010044,"Palicourea","jelskii","Palicourea jelskii"
1000010045,"Palicourea","kanehirae","Palicourea kanehirae"
1000010046,"Palicourea","klugii","Palicourea klugii"
1000010047,"Palicourea","lachnantha","Palicourea lachnantha"
1000010048,"Palicourea","lagesii","Palicourea lagesii"
1000010049,"Palicourea","lasiantha","Palicourea lasiantha"
1000010050,"Palicourea","lasiorrhachis","Palicourea lasiorrhachis"
1000010051,"Palicourea","latifolia","Palicourea latifolia"
1000010052,"Palicourea","laxa","Palicourea laxa"
1000010053,"Palicourea","lechleri","Palicourea lechleri"
1000010054,"Palicourea","levis","Palicourea levis"
1000010055,"Palicourea","lineata","Palicourea lineata"
1000010056,"Palicourea","lobbii","Palicourea lobbii"
1000010057,"Palicourea","longiflora","Palicourea longiflora"
1000010058,"Palicourea","longistipula","Palicourea longistipula"
1000010059,"Palicourea","longistipulata","Palicourea longistipulata"
1000010060,"Palicourea","lucentifolia","Palicourea lucentifolia"
1000010061,"Palicourea","lucidula","Palicourea lucidula"
1000010062,"Palicourea","lugoana","Palicourea lugoana"
1000010063,"Palicourea","lutea","Palicourea lutea"
1000010064,"Palicourea","luteonivea","Palicourea luteonivea"
1000010065,"Palicourea","lyristipula","Palicourea lyristipula"
1000010066,"Palicourea","macarthurorum","Palicourea macarthurorum"
1000010067,"Palicourea","macbridei","Palicourea macbridei"
1000010068,"Palicourea","macrobotrys","Palicourea macrobotrys"
1000010069,"Palicourea","mansoana","Palicourea mansoana"
1000010070,"Palicourea","marcgravii","Palicourea marcgravii"
1000010071,"Palicourea","mitis","Palicourea mitis"
1000010072,"Palicourea","myrtifolia","Palicourea myrtifolia"
1000010073,"Palicourea","nigricans","Palicourea nigricans"
1000010074,"Palicourea","nitidella","Palicourea nitidella"
1000010075,"Palicourea","obovata","Palicourea obovata"
1000010076,"Palicourea","obtusata","Palicourea obtusata"
1000010077,"Palicourea","ochnoides","Palicourea ochnoides"
1000010078,"Palicourea","orosiana","Palicourea orosiana"
1000010079,"Palicourea","ovalifolia","Palicourea ovalifolia"
1000010080,"Palicourea","ovalis","Palicourea ovalis"
1000010081,"Palicourea","pachycalyx","Palicourea pachycalyx"
1000010082,"Palicourea","padifolia","Palicourea padifolia"
1000010083,"Palicourea","pedunculosa","Palicourea pedunculosa"
1000010084,"Palicourea","pendula","Palicourea pendula"
1000010085,"Palicourea","perquadrangularis","Palicourea perquadrangularis"
1000010086,"Palicourea","polyneura","Palicourea polyneura"
1000010087,"Palicourea","ponasae","Palicourea ponasae"
1000010088,"Palicourea","prodiga","Palicourea prodiga"
1000010089,"Palicourea","psittacorum","Palicourea psittacorum"
1000010090,"Palicourea","punicea","Palicourea punicea"
1000010091,"Palicourea","punoensis","Palicourea punoensis"
1000010092,"Palicourea","purpurea","Palicourea purpurea"
1000010093,"Palicourea","pyramidalis","Palicourea pyramidalis"
1000010094,"Palicourea","quadrifolia","Palicourea quadrifolia"
1000010095,"Palicourea","raimondii","Palicourea raimondii"
1000010096,"Palicourea","remyana","Palicourea remyana"
1000010097,"Palicourea","rigida","Palicourea rigida"
1000010098,"Palicourea","rigidifolia","Palicourea rigidifolia"
1000010099,"Palicourea","sandiensis","Palicourea sandiensis"
1000010100,"Palicourea","seemannii","Palicourea seemannii"
1000010101,"Palicourea","sodiroi","Palicourea sodiroi"
1000010102,"Palicourea","standleyana","Palicourea standleyana"
1000010103,"Palicourea","stenoclada","Palicourea stenoclada"
1000010104,"Palicourea","stenosepala","Palicourea stenosepala"
1000010105,"Palicourea","stenostachys","Palicourea stenostachys"
1000010106,"Palicourea","stipularis","Palicourea stipularis"
1000010107,"Palicourea","subalatoides","Palicourea subalatoides"
1000010108,"Palicourea","subscandens","Palicourea subscandens"
1000010109,"Palicourea","subspicata","Palicourea subspicata"
1000010110,"Palicourea","subtomentosa","Palicourea subtomentosa"
1000010111,"Palicourea","sulphurea","Palicourea sulphurea"
1000010112,"Palicourea","tamaensis","Palicourea tamaensis"
1000010113,"Palicourea","tectoneura","Palicourea tectoneura"
1000010114,"Palicourea","thyrsiflora","Palicourea thyrsiflora"
1000010115,"Palicourea","triphylla","Palicourea triphylla"
1000010116,"Palicourea","tubuliflora","Palicourea tubuliflora"
1000010117,"Palicourea","tumidonodosa","Palicourea tumidonodosa"
1000010118,"Palicourea","ulloana","Palicourea ulloana"
1000010119,"Palicourea","villosiflora","Palicourea villosiflora"
1000010120,"Palicourea","virens","Palicourea virens"
1000010121,"Palicourea","vulcanalis","Palicourea vulcanalis"
1000010122,"Palicourea","weberbaueri","Palicourea weberbaueri"
1000010123,"Palicourea","wurdackiana","Palicourea wurdackiana"
1000010124,"Pallasia","standleyana","Pallasia standleyana"
1000010126,"Panopsis","costaricensis","Panopsis costaricensis"
1000010127,"Panopsis","ferruginea","Panopsis ferruginea"
1000010128,"Panopsis","macrocarpa","Panopsis macrocarpa"
1000010129,"Panopsis","metcalfii","Panopsis metcalfii"
1000010130,"Panopsis","pearcei","Panopsis pearcei"
1000010131,"Panopsis","perijensis","Panopsis perijensis"
1000010132,"Panopsis","polystachya","Panopsis polystachya"
1000010135,"Panopsis","suaveolens","Panopsis suaveolens"
1000010136,"Panopsis","sulcata","Panopsis sulcata"
1000010176,"Parachimarrhis","breviloba","Parachimarrhis breviloba"
1000010177,"Paradrymonia","longifolia","Paradrymonia longifolia"
1000010178,"Paradrymonia","metamorphophylla","Paradrymonia metamorphophylla"
1000010179,"Paradrypetes","subintegrifolia","Paradrypetes subintegrifolia"
1000010180,"Paragonia","pyramidata","Paragonia pyramidata"
1000010183,"Parahancornia","oblonga","Parahancornia oblonga"
1000010185,"Parahancornia","surrogata","Parahancornia surrogata"
1000010188,"Parakohleria","rhodotricha","Parakohleria rhodotricha"
1000010189,"Paramachaerium","gruberi","Paramachaerium gruberi"
1000010190,"Paramachaerium","schomburgkii","Paramachaerium schomburgkii"
1000010191,"Paramachaerium","schunkei","Paramachaerium schunkei"
1000010195,"Parathesis","adenanthera","Parathesis adenanthera"
1000010196,"Parathesis","amazonica","Parathesis amazonica"
1000010197,"Parathesis","bicolor","Parathesis bicolor"
1000010198,"Parathesis","candolleana","Parathesis candolleana"
1000010199,"Parathesis","croatii","Parathesis croatii"
1000010200,"Parathesis","eggersiana","Parathesis eggersiana"
